time,phi,phi_exact
0.0,1.0,1.0
0.000125,0.999375065104167,0.9993751952718163
0.0001875,0.999062717000326,0.9990629393158281
0.00025,0.99875046289967,0.9987507809245809
0.0003125,0.998438305186348,0.9984387200675904
0.000375,0.998126244634993,0.998126756714382
0.0004375,0.997814281483576,0.9978148908344905
0.0005,0.997502415791127,0.9975031223974601
0.0005625,0.997190647557022,0.9971914513728449
0.000625,0.996878976760745,0.9968798777302081
0.0006875,0.996567403375161,0.9965684014391227
0.00075,0.99625592737093,0.996257022469171
0.0008125,0.995944548717984,0.995945740789945
0.000875,0.995633267386019,0.995634556371046
0.0009375,0.995322083344659,0.995323469182085
0.001,0.995010996563508,0.9950124791926823
0.0010625,0.994700007012174,0.9947015863724679
0.001125,0.994389114660269,0.9943907906910809
0.0011875,0.994078319477412,0.9940800921181704
0.00125,0.993767621433236,0.9937694906233947
0.0013125,0.993457020497378,0.9934589861764217
0.001375,0.993146516639489,0.9931485787469285
0.0014375,0.992836109829226,0.992838268304602
0.0015,0.992525800036257,0.9925280548191384
0.0015625,0.99221558723026,0.9922179382602435
0.001625,0.991905471380921,0.9919079185976324
0.0016875,0.991595452457938,0.9915979958010298
0.00175,0.991285530431014,0.9912881698401698
0.0018125,0.990975705269867,0.9909784406847958
0.001875,0.99066597694422,0.990668808304661
0.0019375,0.990356345423807,0.9903592726695277
0.002,0.990046810678373,0.9900498337491681
0.0020625,0.989737372677671,0.9897404915133632
0.002125,0.989428031391462,0.989431245931904
0.0021875,0.989118786789519,0.9891220969745907
0.00225,0.988809638841624,0.9888130446112331
0.0023125,0.988500587517567,0.98850408881165
0.002375,0.988191632787148,0.9881952295456702
0.0024375,0.987882774620178,0.9878864667831315
0.0025,0.987574012986475,0.9875778004938814
0.0025625,0.987265347855869,0.9872692306477767
0.002625,0.986956779198197,0.9869607572146836
0.0026875,0.986648306983306,0.9866523801644776
0.00275,0.986339931181055,0.986344099467044
0.0028125,0.986031651761308,0.9860359150922772
0.002875,0.985723468693942,0.9857278270100809
0.0029375,0.985415381948842,0.9854198351903685
0.003,0.985107391495903,0.9851119396030626
0.0030625,0.984799497305028,0.9848041402180955
0.003125,0.984491699346131,0.9844964370054085
0.0031875,0.984183997589135,0.9841888299349523
0.00325,0.983876392003972,0.9838813189766874
0.0033125,0.983568882560584,0.9835739041005833
0.003375,0.983261469228921,0.983266585276619
0.0034375,0.982954151978944,0.9829593624747831
0.0035,0.982646930780622,0.9826522356650732
0.0035625,0.982339805603936,0.9823452048174964
0.003625,0.982032776418873,0.9820382699020693
0.0036875,0.981725843195431,0.9817314308888178
0.00375,0.981419005903619,0.9814246877477771
0.0038125,0.981112264513451,0.9811180404489919
0.003875,0.980805618994955,0.980811488962516
0.0039375,0.980499069318165,0.980505033258413
0.004,0.980192615453128,0.9801986733067553
0.0040625,0.979886257369896,0.9798924090776251
0.004125,0.979579995038533,0.9795862405411138
