time,phi,phi_exact
0.0,1.0,1.0
0.000125,0.9921976668556134,0.992197667229329
0.00015625,0.9878177829097076,0.9878177838164719
0.0001875,0.9824733114748746,0.9824733131012553
0.00021875,0.976169471343088,0.9761694738686353
0.00025,0.9689124181056309,0.9689124217106447
0.00028125,0.9607092381488243,0.9607092430155619
0.0003125000000000001,0.9515679417375198,0.9515679480481721
0.0003437500000000001,0.9414974551928305,0.9414974631278811
0.0003750000000000001,0.9305076121744873,0.9305076219123143
0.0004062500000000001,0.9186091440778796,0.9186091557949182
0.0004375000000000002,0.9058136695551176,0.9058136834259364
0.0004687500000000002,0.8921336831698359,0.8921336993669943
0.0005000000000000002,0.877582543196557,0.8775825618903726
0.0005312500000000003,0.8621744585765418,0.8621744799348804
0.0005625000000000003,0.8459244750429588,0.8459244992310678
0.0005937500000000003,0.8288484604289662,0.8288484876093255
0.0006250000000000003,0.8109630891730476,0.8109631195052177
0.0006562500000000004,0.792285826036712,0.7922858596771784
0.0006875000000000004,0.772834909050453,0.7728349461524713
0.0007187500000000004,0.7526293317046207,0.7526293724180662
0.0007500000000000004,0.7316888244025993,0.7316888688738206
0.0007812500000000005,0.7100338351944037,0.7100338835660793
0.0008125000000000005,0.6876855098095042,0.6876855622205045
0.0008437500000000005,0.6646656710083818,0.6646657275936328
0.0008750000000000006,0.6409967972729731,0.6409968581633247
0.0009062500000000006,0.6167020008568136,0.6167020661789117
0.0009375000000000006,0.5918050052163144,0.5918050750924769
0.0009687500000000006,0.5663301218452097,0.5663301963933082
0.001000000000000001,0.5403022265347954,0.5403023058681388
0.001031250000000001,0.5137467350831416,0.5137468193103673
0.001062500000000001,0.486689578476997,0.48668966770196254
0.001093750000000001,0.4591571775706202,0.4591572718923033
0.001125000000000001,0.431176417286264,0.43117651679866537
0.001156250000000001,0.4027746203615048,0.40277472515355645
0.001187500000000001,0.3739795206690533,0.37397963082453217
0.001218750000000001,0.3448192361350987,0.3448193517325441
0.001250000000000001,0.3153222412826303,0.31532236239526784
0.001281250000000001,0.2855173394265497,0.28551746612221884
0.001312500000000001,0.2554336345477218,0.25543376688881086
0.001343750000000001,0.2251005028734321,0.22510064091681659
0.001375000000000001,0.194547564191999,0.1945477079889861
0.001406250000000001,0.1638046529295534,0.16380480252583224
0.001437500000000001,0.1329017890172275,0.1329019444528241
0.001468750000000001,0.1018691485772016,0.10186930988644002
0.001500000000000001,0.07073703445623292,0.07073720166770202
0.001531250000000001,0.03953584663544018,0.0395360197719649
0.001562500000000001,0.008296052545237713,0.00829623162385749
0.001593750000000001,-0.0229518426855932,-0.022951657653641305
0.001625000000000001,-0.05417732601764497,-0.054177135026937426
0.001656250000000001,-0.08534990629634884,-0.08534970934728028
0.001687500000000001,-0.1164391440260698,-0.11643894112485337
0.001718750000000001,-0.1474146810937577,-0.1474144722524186
0.001750000000000001,-0.1782462704131291,-0.17824605564949297
0.001781250000000001,-0.2089038054604343,-0.20890358479810997
0.001812500000000001,-0.2393573496729662,-0.23935712314132246
0.001843750000000001,-0.2695771656816063,-0.26957693331574306
0.001875000000000001,-0.2995337443488607,-0.2995335061895752
0.001906250000000001,-0.329197833584032,-0.32919758967777824
0.001937500000000002,-0.3585404669073899,-0.35854021730623464
0.001968750000000001,-0.3875329917354465,-0.387532736497015
0.002000000000000001,-0.4161470973597183,-0.4161468365471432
0.002031250000000001,-0.4443548425916523,-0.44435457627350844
0.002062500000000001,-0.4721286830467228,-0.472128411296961
0.002093750000000001,-0.499441498041055,-0.49944122093892995
0.002125000000000001,-0.5262666170743129,-0.5262663347043057
0.002156250000000001,-0.5525778458729902,-0.5525775583247261
